user_id,interaction_position,skill_id,actual,bkt_probability,dkt_probability,sakt_probability,total_test_interactions,prior_interactions,Available History Stratum,Training Skill Frequency,skill_tag,Skill Frequency Group,bkt_prediction,bkt_correct,dkt_prediction,dkt_correct,causal_sakt_prediction,causal_sakt_correct,probability_range,class_disagreement,large_probability_disagreement,number_of_correct_models,prediction_pattern
709196533,24,1,0,0.5716329413104138,0.26657626,0.3668631,81,23,Developing history (21-50 prior),66704,10,Common skill (top 75%),0,True,0,True,0,True,0.3050566809821209,False,True,3,0-0-0
806083703,393,105,1,0.7796920720111193,0.47464657,0.54177964,461,392,Experienced history (101-500 prior),117806,82,Common skill (top 75%),1,True,0,False,0,False,0.3050455037127795,True,True,1,1-0-0
1135424306,67,103,0,0.5967905327981406,0.29177096,0.38630763,97,66,Established history (51-100 prior),85060,8,Common skill (top 75%),0,True,0,True,0,True,0.3050195679372245,False,True,3,0-0-0
534596450,106,102,0,0.45782097568217006,0.74595237,0.7628382,149,105,Experienced history (101-500 prior),50125,79,Common skill (top 75%),0,True,1,False,1,False,0.30501720915135655,True,True,1,0-1-1
1120394421,23,114,1,0.5665191497735146,0.2615154,0.379735,64,22,Developing history (21-50 prior),85562,96,Common skill (top 75%),0,False,0,False,0,False,0.30500374101916583,False,True,0,0-0-0
1133031140,1504,22,1,0.7582544193342534,0.4876161,0.45326987,1523,1503,Extensive history (501+ prior),211921,136,Common skill (top 75%),1,True,0,False,0,False,0.30498455024512683,True,True,1,1-0-0
952881350,17,71,1,0.6535394975034747,0.49646536,0.34856007,17,16,Early history (6-20 prior),20139,4,Common skill (top 75%),0,False,0,False,0,False,0.3049794324724231,False,True,0,0-0-0
443835875,34,1,1,0.5412693562147486,0.23631532,0.36516407,75,33,Developing history (21-50 prior),66704,10,Common skill (top 75%),0,False,0,False,0,False,0.3049540313122141,False,True,0,0-0-0
524816419,31,58,1,0.24687164898846925,0.5500534,0.55182505,100,30,Developing history (21-50 prior),18864,23,Common skill (top 75%),0,False,0,False,0,False,0.3049533975508374,False,True,0,0-0-0
476888356,26,1,0,0.5450442449075027,0.2400917,0.27452758,30,25,Developing history (21-50 prior),66704,10,Common skill (top 75%),0,True,0,True,0,True,0.3049525485259338,False,True,3,0-0-0
399623808,13,12,1,0.3561673329534672,0.62030834,0.66111404,48,12,Early history (6-20 prior),24753,123,Common skill (top 75%),0,False,1,True,1,True,0.30494670408342855,True,True,2,0-1-1
231811323,30,115,0,0.5114969418213761,0.2065516,0.25322476,30,29,Developing history (21-50 prior),41508,97,Common skill (top 75%),0,True,0,True,0,True,0.3049453452990448,False,True,3,0-0-0
1670496484,35,58,1,0.630038962130616,0.329274,0.32509607,40,34,Developing history (21-50 prior),18864,23,Common skill (top 75%),0,False,0,False,0,False,0.3049428913641671,False,True,0,0-0-0
787562064,34,12,0,0.3561673329534672,0.62959856,0.66111016,99,33,Developing history (21-50 prior),24753,123,Common skill (top 75%),0,True,1,False,1,False,0.30494282978151815,True,True,1,0-1-1
882068813,24,0,0,0.5667176333723177,0.26179174,0.33264622,40,23,Developing history (21-50 prior),97814,1,Common skill (top 75%),0,True,0,True,0,True,0.30492589748479026,False,True,3,0-0-0
606718442,4499,85,1,0.7324517665502531,0.42752588,0.5837545,4588,4498,Extensive history (501+ prior),55904,55,Common skill (top 75%),1,True,0,False,1,True,0.30492588859767744,True,True,2,1-0-1
610485699,44,32,0,0.5560670837857775,0.25115195,0.28756237,61,43,Developing history (21-50 prior),25444,152,Common skill (top 75%),0,True,0,True,0,True,0.30491513461852593,False,True,3,0-0-0
109169876,26,97,0,0.5225171877075314,0.22615181,0.2176034,34,25,Developing history (21-50 prior),133820,73,Common skill (top 75%),0,True,0,True,0,True,0.3049137873579144,False,True,3,0-0-0
1004388488,22,102,0,0.45782097568217006,0.15291369,0.21689223,40,21,Developing history (21-50 prior),50125,79,Common skill (top 75%),0,True,0,True,0,True,0.3049072860688278,False,True,3,0-0-0
2066695700,247,18,1,0.8596281009330344,0.66948026,0.554773,326,246,Experienced history (101-500 prior),173664,131,Common skill (top 75%),1,True,1,True,0,False,0.3048551278724265,True,True,2,1-1-0
1353336459,29,115,0,0.5114969418213761,0.20664608,0.20771849,30,28,Developing history (21-50 prior),41508,97,Common skill (top 75%),0,True,0,True,0,True,0.30485085703591464,False,True,3,0-0-0
1699663347,6,90,0,0.722722319801862,0.555288,0.41788647,23,5,Cold start (1-5 prior),99789,62,Common skill (top 75%),1,False,0,True,0,True,0.3048358540139744,True,True,2,1-0-0
832789888,22,102,0,0.45782097568217006,0.15300705,0.17868602,30,21,Developing history (21-50 prior),50125,79,Common skill (top 75%),0,True,0,True,0,True,0.3048139302939483,False,True,3,0-0-0
718109138,22,102,0,0.45782097568217006,0.15302537,0.17485325,30,21,Developing history (21-50 prior),50125,79,Common skill (top 75%),0,True,0,True,0,True,0.3047956018656799,False,True,3,0-0-0
1113561490,4462,58,0,0.7738099165033501,0.6562288,0.4690261,4491,4461,Extensive history (501+ prior),18864,23,Common skill (top 75%),1,False,1,False,0,True,0.30478382778875046,True,True,1,1-1-0
892586523,24,62,1,0.5854383815060419,0.2806784,0.32255062,52,23,Developing history (21-50 prior),105938,27,Common skill (top 75%),0,False,0,False,0,False,0.3047599900494379,False,True,0,0-0-0
571167162,28,115,0,0.5114969418213761,0.20675361,0.24651329,76,27,Developing history (21-50 prior),41508,97,Common skill (top 75%),0,True,0,True,0,True,0.30474333025673983,False,True,3,0-0-0
722558478,24,97,0,0.5225171877075314,0.22259964,0.21777742,85,23,Developing history (21-50 prior),133820,73,Common skill (top 75%),0,True,0,True,0,True,0.30473977159749266,False,True,3,0-0-0
1936378799,19,18,0,0.7753443883294231,0.4706129,0.5146372,37,18,Early history (6-20 prior),173664,131,Common skill (top 75%),1,False,0,True,0,True,0.30473147495929065,True,True,2,1-0-0
267812693,16,105,0,0.6169781535145672,0.31226918,0.33484116,30,15,Early history (6-20 prior),117806,82,Common skill (top 75%),0,True,0,True,0,True,0.3047089725014599,False,True,3,0-0-0
592970729,22,102,0,0.45782097568217006,0.15311532,0.20306289,30,21,Developing history (21-50 prior),50125,79,Common skill (top 75%),0,True,0,True,0,True,0.3047056584567138,False,True,3,0-0-0
281631867,10,22,1,0.5090752098097062,0.20438997,0.28669557,30,9,Early history (6-20 prior),211921,136,Common skill (top 75%),0,False,0,False,0,False,0.3046852353347993,False,True,0,0-0-0
1099064366,113,105,0,0.6169781535145672,0.3123013,0.44811296,131,112,Experienced history (101-500 prior),117806,82,Common skill (top 75%),0,True,0,True,0,True,0.30467684559792596,False,True,3,0-0-0
1682401354,62,62,0,0.5312568398323463,0.8358787,0.73933953,113,61,Established history (51-100 prior),105938,27,Common skill (top 75%),0,True,1,False,1,False,0.3046218303832604,True,True,1,0-1-1
1802670291,310,62,0,0.7756039797253065,0.48278496,0.47099182,327,309,Experienced history (101-500 prior),105938,27,Common skill (top 75%),1,False,0,True,0,True,0.3046121596283369,True,True,2,1-0-0
9019929,13,98,1,0.5145886841678751,0.25523993,0.21000485,30,12,Early history (6-20 prior),121320,74,Common skill (top 75%),0,False,0,False,0,False,0.3045838329458368,False,True,0,0-0-0
591676418,26,97,0,0.5225171877075314,0.2226699,0.21795332,40,25,Developing history (21-50 prior),133820,73,Common skill (top 75%),0,True,0,True,0,True,0.3045638633895993,False,True,3,0-0-0
1785220789,3,90,1,0.722722319801862,0.5134758,0.4181606,12,2,Cold start (1-5 prior),99789,62,Common skill (top 75%),1,True,0,False,0,False,0.3045617322526524,True,True,1,1-0-0
1242430076,22,102,0,0.45782097568217006,0.15326898,0.17523307,30,21,Developing history (21-50 prior),50125,79,Common skill (top 75%),0,True,0,True,0,True,0.30455199768248287,False,True,3,0-0-0
155225937,16,22,1,0.5195921286822626,0.8241393,0.79234916,40,15,Early history (6-20 prior),211921,136,Common skill (top 75%),0,False,1,True,1,True,0.30454716832625184,True,True,2,0-1-1
1372523939,23,97,0,0.5225171877075314,0.21797885,0.22849934,58,22,Developing history (21-50 prior),133820,73,Common skill (top 75%),0,True,0,True,0,True,0.3045383377004742,False,True,3,0-0-0
147823983,138,22,1,0.43703071345945166,0.72554016,0.7415395,202,137,Experienced history (101-500 prior),211921,136,Common skill (top 75%),0,False,1,True,1,True,0.3045087648425503,True,True,2,0-1-1
531068525,12,22,0,0.45969174526529644,0.18250148,0.15519077,30,11,Early history (6-20 prior),211921,136,Common skill (top 75%),0,True,0,True,0,True,0.3045009794075999,False,True,3,0-0-0
818593818,132,98,1,0.49668662918091466,0.7842905,0.8011814,185,131,Experienced history (101-500 prior),121320,74,Common skill (top 75%),0,False,1,True,1,True,0.30449474679946253,True,True,2,0-1-1
510499907,818,105,1,0.7639881658613716,0.56224346,0.4595014,908,817,Extensive history (501+ prior),117806,82,Common skill (top 75%),1,True,0,False,0,False,0.3044867801725899,True,True,1,1-0-0
1992362713,4425,95,1,0.7478142074971427,0.5209237,0.44333008,4449,4424,Extensive history (501+ prior),29451,7,Common skill (top 75%),1,True,0,False,0,False,0.3044841281800498,True,True,1,1-0-0
1502169939,14,96,0,0.6182128763500329,0.40937793,0.31373134,14,13,Early history (6-20 prior),26082,72,Common skill (top 75%),0,True,0,True,0,True,0.30448153379594045,False,True,3,0-0-0
1988348412,1016,98,0,0.751942652025606,0.44746217,0.6543006,1057,1015,Extensive history (501+ prior),121320,74,Common skill (top 75%),1,False,0,True,1,False,0.3044804807094591,True,True,1,1-0-1
1036701010,996,105,0,0.7880782110457452,0.48360166,0.5061494,1056,995,Extensive history (501+ prior),117806,82,Common skill (top 75%),1,False,0,True,0,True,0.30447655150938346,True,True,2,1-0-0
553626895,474,58,0,0.7733141990760063,0.46883807,0.4753991,530,473,Experienced history (101-500 prior),18864,23,Common skill (top 75%),1,False,0,True,0,True,0.30447613321335065,True,True,2,1-0-0
752902478,545,98,0,0.7077431212761979,0.42121378,0.40327075,580,544,Extensive history (501+ prior),121320,74,Common skill (top 75%),1,False,0,True,0,True,0.3044723700383286,True,True,2,1-0-0
1943816613,31,1,1,0.5713019971139006,0.2668309,0.3388075,80,30,Developing history (21-50 prior),66704,10,Common skill (top 75%),0,False,0,False,0,False,0.3044711057431273,False,True,0,0-0-0
119127579,24,17,0,0.7263766824141362,0.42190787,0.46097544,78,23,Developing history (21-50 prior),36176,129,Common skill (top 75%),1,False,0,True,0,True,0.3044688104525426,True,True,2,1-0-0
908029720,31,23,0,0.7320541721291958,0.4837784,0.4275904,31,30,Developing history (21-50 prior),45995,137,Common skill (top 75%),1,False,0,True,0,True,0.3044637721486507,True,True,2,1-0-0
1930007856,16,22,1,0.41006032685064386,0.71451235,0.68832254,30,15,Early history (6-20 prior),211921,136,Common skill (top 75%),0,False,1,True,1,True,0.30445202132440496,True,True,2,0-1-1
1306271463,23,62,0,0.5854383815060419,0.33497488,0.28100753,30,22,Developing history (21-50 prior),105938,27,Common skill (top 75%),0,True,0,True,0,True,0.30443085320098817,False,True,3,0-0-0
1109192613,7,82,1,0.5699196200412605,0.26548925,0.35154286,14,6,Early history (6-20 prior),25240,52,Common skill (top 75%),0,False,0,False,0,False,0.30443036961973646,False,True,0,0-0-0
294732561,25,62,1,0.5854383815060419,0.281028,0.33904806,41,24,Developing history (21-50 prior),105938,27,Common skill (top 75%),0,False,0,False,0,False,0.3044103790055078,False,True,0,0-0-0
1288019471,16,105,0,0.6169781535145672,0.31260297,0.3259648,40,15,Early history (6-20 prior),117806,82,Common skill (top 75%),0,True,0,True,0,True,0.3043751864907177,False,True,3,0-0-0
395425480,27,31,1,0.3548644295204002,0.5592287,0.6592322,122,26,Developing history (21-50 prior),22084,151,Common skill (top 75%),0,False,0,False,1,True,0.3043677696716469,True,True,1,0-0-1
474271156,23,62,0,0.5854383815060419,0.28113812,0.28112093,40,22,Developing history (21-50 prior),105938,27,Common skill (top 75%),0,True,0,True,0,True,0.304317455364303,False,True,3,0-0-0
956999962,23,62,0,0.5854383815060419,0.28113797,0.29676327,30,22,Developing history (21-50 prior),105938,27,Common skill (top 75%),0,True,0,True,0,True,0.30430040843589723,False,True,3,0-0-0
1180932688,11,22,0,0.46978580920119173,0.21206014,0.16550401,30,10,Early history (6-20 prior),211921,136,Common skill (top 75%),0,True,0,True,0,True,0.3042818006696213,False,True,3,0-0-0
1289240016,22,102,0,0.45782097568217006,0.15353993,0.19859165,30,21,Developing history (21-50 prior),50125,79,Common skill (top 75%),0,True,0,True,0,True,0.30428104986849513,False,True,3,0-0-0
1454986190,26,114,0,0.5665191497735146,0.26225984,0.3218757,37,25,Developing history (21-50 prior),85562,96,Common skill (top 75%),0,True,0,True,0,True,0.3042593088082436,False,True,3,0-0-0
101691337,92,31,1,0.3548644295204002,0.62722445,0.6590814,102,91,Established history (51-100 prior),22084,151,Common skill (top 75%),0,False,1,True,1,True,0.3042169699203652,True,True,2,0-1-1
582683964,13,22,0,0.5275941092407134,0.31324118,0.22338568,31,12,Early history (6-20 prior),211921,136,Common skill (top 75%),0,True,0,True,0,True,0.30420843249911333,False,True,3,0-0-0
1082195164,23,97,0,0.5225171877075314,0.21831016,0.2187608,107,22,Developing history (21-50 prior),133820,73,Common skill (top 75%),0,True,0,True,0,True,0.3042070252824902,False,True,3,0-0-0
915932329,15,105,1,0.6169781535145672,0.33361116,0.31282556,40,14,Early history (6-20 prior),117806,82,Common skill (top 75%),0,False,0,False,0,False,0.304152592944804,False,True,0,0-0-0
473876620,28,80,1,0.3715138190173703,0.64043033,0.6756452,30,27,Developing history (21-50 prior),19989,50,Common skill (top 75%),0,False,1,True,1,True,0.3041313535786075,True,True,2,0-1-1
591676418,22,102,0,0.45782097568217006,0.15369122,0.2284662,40,21,Developing history (21-50 prior),50125,79,Common skill (top 75%),0,True,0,True,0,True,0.304129758378894,False,True,3,0-0-0
578758717,679,26,1,0.8186292344921814,0.51451397,0.5995252,776,678,Extensive history (501+ prior),259353,143,Common skill (top 75%),1,True,0,False,1,True,0.30411526507079467,True,True,2,1-0-1
1890970410,2260,1,1,0.6899660230863061,0.3858656,0.44578347,2323,2259,Extensive history (501+ prior),66704,10,Common skill (top 75%),1,True,0,False,0,False,0.3041004241692986,True,True,1,1-0-0
1897954455,739,44,1,0.7224053742188921,0.41830897,0.46801016,797,738,Extensive history (501+ prior),19501,170,Common skill (top 75%),1,True,0,False,0,False,0.30409640090651413,True,True,1,1-0-0
1426098925,217,94,1,0.7491765210281293,0.4450818,0.4892881,300,216,Experienced history (101-500 prior),30592,69,Common skill (top 75%),1,True,0,False,0,False,0.3040947208057324,True,True,1,1-0-0
649466737,27,80,1,0.4453711254446125,0.72191995,0.74946284,30,26,Developing history (21-50 prior),19989,50,Common skill (top 75%),0,False,1,True,1,True,0.3040917174966717,True,True,2,0-1-1
850065986,25,92,1,0.5992278519920295,0.8523603,0.90330666,40,24,Developing history (21-50 prior),20036,65,Common skill (top 75%),0,False,1,True,1,True,0.3040788110443169,True,True,2,0-1-1
631281963,28,115,0,0.5114969418213761,0.20742363,0.23198994,40,27,Developing history (21-50 prior),41508,97,Common skill (top 75%),0,True,0,True,0,True,0.30407331444481966,False,True,3,0-0-0
431019691,12,57,1,0.6694617866418051,0.45598948,0.3653935,12,11,Early history (6-20 prior),62921,2,Common skill (top 75%),0,False,0,False,0,False,0.3040682970425772,False,True,0,0-0-0
1486322167,23,0,0,0.5667176333723177,0.2626557,0.31386593,62,22,Developing history (21-50 prior),97814,1,Common skill (top 75%),0,True,0,True,0,True,0.304061928158771,False,True,3,0-0-0
1651829078,26,62,0,0.5854383815060419,0.28139314,0.29005095,30,25,Developing history (21-50 prior),105938,27,Common skill (top 75%),0,True,0,True,0,True,0.3040452409516138,False,True,3,0-0-0
1415342054,26,1,0,0.5450442449075027,0.24102037,0.34691468,31,25,Developing history (21-50 prior),66704,10,Common skill (top 75%),0,True,0,True,0,True,0.3040238783580108,False,True,3,0-0-0
630556336,3,109,0,0.5699128172946181,0.4312236,0.26588932,27,2,Cold start (1-5 prior),40169,89,Common skill (top 75%),0,True,0,True,0,True,0.3040235004973616,False,True,3,0-0-0
237524736,22,102,0,0.45782097568217006,0.15380536,0.17473352,30,21,Developing history (21-50 prior),50125,79,Common skill (top 75%),0,True,0,True,0,True,0.3040156154841491,False,True,3,0-0-0
1312698819,25,97,0,0.5225171877075314,0.21961762,0.21850264,72,24,Developing history (21-50 prior),133820,73,Common skill (top 75%),0,True,0,True,0,True,0.3040145469833493,False,True,3,0-0-0
1590520990,26,62,0,0.5854383815060419,0.2917302,0.28143477,30,25,Developing history (21-50 prior),105938,27,Common skill (top 75%),0,True,0,True,0,True,0.30400360710723817,False,True,3,0-0-0
721543805,1102,101,0,0.7243480807159056,0.4353384,0.4203464,1119,1101,Extensive history (501+ prior),8184,78,Rare skill (bottom 25%),1,False,0,True,0,True,0.3040016716334929,True,True,2,1-0-0
1176091798,16,22,1,0.4167946153355919,0.6868863,0.7207858,30,15,Early history (6-20 prior),211921,136,Common skill (top 75%),0,False,1,True,1,True,0.30399118130671154,True,True,2,0-1-1
1040449483,25,97,0,0.5225171877075314,0.24357337,0.21856634,30,24,Developing history (21-50 prior),133820,73,Common skill (top 75%),0,True,0,True,0,True,0.3039508445192456,False,True,3,0-0-0
1811821223,550,62,1,0.6473308535353923,0.50487417,0.34339866,642,549,Extensive history (501+ prior),105938,27,Common skill (top 75%),0,False,0,False,0,False,0.30393219311402087,False,True,0,0-0-0
1050128629,23,62,1,0.5854383815060419,0.28151602,0.28700507,40,22,Developing history (21-50 prior),105938,27,Common skill (top 75%),0,False,0,False,0,False,0.3039223659764093,False,True,0,0-0-0
610485699,49,83,0,0.5657558916417371,0.26185474,0.3553019,61,48,Developing history (21-50 prior),121375,53,Common skill (top 75%),0,True,0,True,0,True,0.30390115364468206,False,True,3,0-0-0
215381678,85,27,1,0.594321889052157,0.29044902,0.38114962,95,84,Established history (51-100 prior),12397,145,Rare skill (bottom 25%),0,False,0,False,0,False,0.30387286580539186,False,True,0,0-0-0
699844124,34,102,1,0.6557795241551417,0.50324637,0.35190964,76,33,Developing history (21-50 prior),50125,79,Common skill (top 75%),0,False,0,False,0,False,0.30386988670396986,False,True,0,0-0-0
980350364,135,98,1,0.7318652195708811,0.42807594,0.42799732,221,134,Experienced history (101-500 prior),121320,74,Common skill (top 75%),1,True,0,False,0,False,0.3038678986804545,True,True,1,1-0-0
1340589118,55,22,0,0.46660840934086967,0.7350164,0.7704726,112,54,Established history (51-100 prior),211921,136,Common skill (top 75%),0,True,1,False,1,False,0.3038641768140681,True,True,1,0-1-1
500415458,82,98,1,0.5180425487378211,0.76154536,0.8218848,158,81,Established history (51-100 prior),121320,74,Common skill (top 75%),0,False,1,True,1,True,0.30384226218670896,True,True,2,0-1-1
1848300955,26,62,0,0.5854383815060419,0.28165507,0.28332257,30,25,Developing history (21-50 prior),105938,27,Common skill (top 75%),0,True,0,True,0,True,0.30378330834014833,False,True,3,0-0-0
473876620,14,22,1,0.4145058764734302,0.38625002,0.69002944,30,13,Early history (6-20 prior),211921,136,Common skill (top 75%),0,False,0,False,1,True,0.3037794232368469,True,True,1,0-0-1
946169883,89,92,0,0.5992278519920295,0.29544845,0.36550418,106,88,Established history (51-100 prior),20036,65,Common skill (top 75%),0,True,0,True,0,True,0.30377939975776136,False,True,3,0-0-0
1188880905,23,62,0,0.5854383815060419,0.28168243,0.28581563,35,22,Developing history (21-50 prior),105938,27,Common skill (top 75%),0,True,0,True,0,True,0.3037559498081964,False,True,3,0-0-0
1445910115,227,22,1,0.42008552397681753,0.72208595,0.7238362,298,226,Experienced history (101-500 prior),211921,136,Common skill (top 75%),0,False,1,True,1,True,0.3037506595711561,True,True,2,0-1-1
1962192564,218,61,1,0.5091831880508799,0.81292516,0.6302614,226,217,Experienced history (101-500 prior),21114,26,Common skill (top 75%),0,False,1,True,1,True,0.30374197188030294,True,True,2,0-1-1
1099071837,22,102,0,0.45782097568217006,0.15411927,0.19262223,30,21,Developing history (21-50 prior),50125,79,Common skill (top 75%),0,True,0,True,0,True,0.30370170762243953,False,True,3,0-0-0
1288019471,24,0,0,0.5667176333723177,0.2630256,0.27730706,40,23,Developing history (21-50 prior),97814,1,Common skill (top 75%),0,True,0,True,0,True,0.3036920217332949,False,True,3,0-0-0
83665809,1588,26,1,0.8186542083230359,0.51497954,0.5350058,1686,1587,Extensive history (501+ prior),259353,143,Common skill (top 75%),1,True,0,False,0,False,0.30367466702130863,True,True,1,1-0-0
80246491,26,97,0,0.5225171877075314,0.21887164,0.2410034,30,25,Developing history (21-50 prior),133820,73,Common skill (top 75%),0,True,0,True,0,True,0.30364554952870604,False,True,3,0-0-0
1974359180,144,115,1,0.44913895184043673,0.70942163,0.75277025,163,143,Experienced history (101-500 prior),41508,97,Common skill (top 75%),0,False,1,True,1,True,0.3036312932347891,True,True,2,0-1-1
1900106455,120,47,1,0.5789016649880745,0.27527866,0.36718687,153,119,Experienced history (101-500 prior),23559,174,Common skill (top 75%),0,False,0,False,0,False,0.30362300731328506,False,True,0,0-0-0
1336483054,46,18,1,0.6824891031998689,0.501126,0.37886956,51,45,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,True,0,False,0,False,0.30361953985872814,True,True,1,1-0-0
1176382169,24,62,1,0.5854383815060419,0.30060303,0.28182498,30,23,Developing history (21-50 prior),105938,27,Common skill (top 75%),0,False,0,False,0,False,0.3036134053002161,False,True,0,0-0-0
372011161,38,33,1,0.7079076840320179,0.40431952,0.4916884,62,37,Developing history (21-50 prior),55336,155,Common skill (top 75%),1,True,0,False,0,False,0.3035881592670032,True,True,1,1-0-0
1393785962,23,62,1,0.5854383815060419,0.28185192,0.3072656,70,22,Developing history (21-50 prior),105938,27,Common skill (top 75%),0,False,0,False,0,False,0.3035864640007776,False,True,0,0-0-0
752902478,514,3,1,0.7203252617522903,0.41674224,0.47844467,580,513,Extensive history (501+ prior),92824,106,Common skill (top 75%),1,True,0,False,0,False,0.3035830263301559,True,True,1,1-0-0
73931511,25,97,0,0.5225171877075314,0.21893589,0.24010341,30,24,Developing history (21-50 prior),133820,73,Common skill (top 75%),0,True,0,True,0,True,0.30358129572163817,False,True,3,0-0-0
2046464889,26,62,1,0.5854383815060419,0.28188035,0.2896496,40,25,Developing history (21-50 prior),105938,27,Common skill (top 75%),0,False,0,False,0,False,0.30355803258521974,False,True,0,0-0-0
1943816613,24,1,0,0.5716329413104138,0.26811597,0.3447453,80,23,Developing history (21-50 prior),66704,10,Common skill (top 75%),0,True,0,True,0,True,0.303516973798283,False,True,3,0-0-0
278898538,211,90,1,0.7568415400301461,0.45333934,0.52708143,264,210,Experienced history (101-500 prior),99789,62,Common skill (top 75%),1,True,0,False,0,False,0.30350220172753384,True,True,1,1-0-0
821610678,11,22,0,0.4574333071949265,0.24084474,0.15393461,30,10,Early history (6-20 prior),211921,136,Common skill (top 75%),0,True,0,True,0,True,0.3034986943247101,False,True,3,0-0-0
2001357885,8,83,0,0.5926073404670792,0.3814838,0.2891383,19,7,Early history (6-20 prior),121375,53,Common skill (top 75%),0,True,0,True,0,True,0.3034690531612473,False,True,3,0-0-0
1182732134,20,88,1,0.6413989650405252,0.3785123,0.33794633,21,19,Early history (6-20 prior),30791,60,Common skill (top 75%),0,False,0,False,0,False,0.3034526394999826,False,True,0,0-0-0
1473011675,28,110,0,0.6552561692591397,0.35181734,0.5020981,37,27,Developing history (21-50 prior),39494,9,Common skill (top 75%),0,True,0,True,0,True,0.30343882960040247,False,True,3,0-0-0
1062341884,458,23,1,0.6259681315518357,0.32253727,0.3966112,461,457,Experienced history (101-500 prior),45995,137,Common skill (top 75%),0,False,0,False,0,False,0.3034308583832719,False,True,0,0-0-0
610485699,28,110,0,0.6134415834223879,0.3100135,0.3643392,61,27,Developing history (21-50 prior),39494,9,Common skill (top 75%),0,True,0,True,0,True,0.30342808058616044,False,True,3,0-0-0
226952106,15,90,0,0.722722319801862,0.48740956,0.41929996,21,14,Early history (6-20 prior),99789,62,Common skill (top 75%),1,False,0,True,0,True,0.3034223596654484,True,True,2,1-0-0
1097177006,61,22,1,0.43703071345945166,0.7295715,0.7404241,109,60,Established history (51-100 prior),211921,136,Common skill (top 75%),0,False,1,True,1,True,0.3033933831248684,True,True,2,0-1-1
140207628,23,0,0,0.5667176333723177,0.26334417,0.3141664,30,22,Developing history (21-50 prior),97814,1,Common skill (top 75%),0,True,0,True,0,True,0.30337346470929283,False,True,3,0-0-0
571689881,193,5,0,0.6760647779173885,0.43465695,0.37271428,251,192,Experienced history (101-500 prior),36032,109,Common skill (top 75%),1,False,0,True,0,True,0.3033504968352352,True,True,2,1-0-0
369033538,28,115,0,0.5114969418213761,0.21373363,0.20814721,30,27,Developing history (21-50 prior),41508,97,Common skill (top 75%),0,True,0,True,0,True,0.3033497289584076,False,True,3,0-0-0
1457708421,86,59,1,0.2618419964688711,0.40525118,0.5651706,180,85,Established history (51-100 prior),10463,24,Rare skill (bottom 25%),0,False,0,False,0,False,0.3033285896402903,False,True,0,0-0-0
1459718491,157,27,0,0.594321889052157,0.2909979,0.34951153,197,156,Experienced history (101-500 prior),12397,145,Rare skill (bottom 25%),0,True,0,True,0,True,0.30332399643397767,False,True,3,0-0-0
763231359,24,97,0,0.5225171877075314,0.23763645,0.21920413,30,23,Developing history (21-50 prior),133820,73,Common skill (top 75%),0,True,0,True,0,True,0.3033130599189877,False,True,3,0-0-0
605600563,26,114,0,0.5665191497735146,0.29313898,0.26324502,30,25,Developing history (21-50 prior),85562,96,Common skill (top 75%),0,True,0,True,0,True,0.30327413343707355,False,True,3,0-0-0
1036701010,999,98,0,0.774232552932667,0.5486775,0.47097632,1056,998,Extensive history (501+ prior),121320,74,Common skill (top 75%),1,False,0,True,0,True,0.303256230043339,True,True,2,1-0-0
1754410834,26,97,1,0.5225171877075314,0.219293,0.25521877,31,25,Developing history (21-50 prior),133820,73,Common skill (top 75%),0,False,0,False,0,False,0.3032241893936276,False,True,0,0-0-0
1041668613,43,114,0,0.5665191497735146,0.26330587,0.38051358,67,42,Developing history (21-50 prior),85562,96,Common skill (top 75%),0,True,0,True,0,True,0.30321327709475787,False,True,3,0-0-0
1754518117,13,22,1,0.4841443117202145,0.20204188,0.18094237,30,12,Early history (6-20 prior),211921,136,Common skill (top 75%),0,False,0,False,0,False,0.303201940232597,False,True,0,0-0-0
303506758,115,71,1,0.6319091296754049,0.32871068,0.42545795,166,114,Experienced history (101-500 prior),20139,4,Common skill (top 75%),0,False,0,False,0,False,0.3031984544358419,False,True,0,0-0-0
6323515,9,98,1,0.3816704586131804,0.67489177,0.68486804,32,8,Early history (6-20 prior),121320,74,Common skill (top 75%),0,False,1,True,1,True,0.3031975790874727,True,True,2,0-1-1
946169883,105,101,0,0.6357142116103509,0.51161486,0.33251712,106,104,Experienced history (101-500 prior),8184,78,Rare skill (bottom 25%),0,True,0,True,0,True,0.3031970943484643,False,True,3,0-0-0
1125980836,25,92,1,0.5992278519920295,0.9024155,0.88464206,30,24,Developing history (21-50 prior),20036,65,Common skill (top 75%),0,False,1,True,1,True,0.30318766200028,True,True,2,0-1-1
321638899,328,114,0,0.5493683595309227,0.24619645,0.3012096,333,327,Experienced history (101-500 prior),85562,96,Common skill (top 75%),0,True,0,True,0,True,0.30317191072797467,False,True,3,0-0-0
474435857,13,98,0,0.5145886841678751,0.21141696,0.21471076,30,12,Early history (6-20 prior),121320,74,Common skill (top 75%),0,True,0,True,0,True,0.3031717244053018,False,True,3,0-0-0
1325452025,1186,116,1,0.6437330734442619,0.8622775,0.5591063,1276,1185,Extensive history (501+ prior),42939,98,Common skill (top 75%),0,False,1,True,0,False,0.30317121744155884,True,True,1,0-1-0
